Relator,Name,Number of Generators,Torsion,Abelianisation,Small Cancellation,Center,Free-by-cyclic,Geometric,Manifold,Knot,Link Exterior,Further Information,References
aaabaBBAbABaab,,2,False,Z^1+Z/4Z,False,,False,False,,,,,
aaabaBBAbABabb,,2,False,Z^1,False,,False,False,,,,,
aaabaBBAbABaBB,,2,False,Z^1+Z/3Z,False,,True,False,,,,,
aaabaBBAbABAbb,,2,False,Z^1,False,,True,False,,,,,
aaabaBBAbABAAb,,2,False,Z^2,False,,False,False,,,,,
aaabaBBAbABABB,,2,False,Z^1,False,,True,False,,,,,
aaabaBBAbABBab,,2,False,Z^1,False,,True,False,,,,,
aaabaBBAbABBaB,,2,False,Z^1+Z/3Z,False,,False,False,,,,,
aaabaBBAbABBAb,,2,False,Z^1,False,,True,False,,,,,
aaabaBBAbABBAB,,2,False,Z^1,False,,True,False,,,,,
aaabaBBAAbaabb,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaabaBBAAbaaBB,,2,False,Z^1+Z/2Z,False,,False,False,,,,,
aaabaBBAAbabbb,,2,False,Z^1+Z/3Z,False,,True,False,,,,,
aaabaBBAAbabAb,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaabaBBAAbaBab,,2,False,Z^1+Z/4Z,False,,False,False,,,,,
aaabaBBAAbaBAb,,2,False,Z^1+Z/2Z,False,,False,False,,,,,
aaabaBBAAbaBBB,,2,False,Z^1+Z/3Z,False,,True,False,,,,,
aaabaBBAAbbaab,,2,False,Z^1+Z/2Z,False,,False,False,,,,,
aaabaBBAAbbaaB,,2,False,Z^1+Z/4Z,False,,False,False,,,,,
aaabaBBAAbbabb,,2,False,Z^1+Z/3Z,False,,True,False,,,,,
aaabaBBAAbbaBB,,2,False,Z^1,False,,True,False,,,,,
aaabaBBAAbbbaB,,2,False,Z^1,False,,True,False,,,,,
aaabaBBAAbbbAb,,2,False,Z^1,False,,True,False,,,,,
aaabaBBAAbbbAB,,2,False,Z^1,False,,True,False,,,,,
aaabaBBAAbbAbb,,2,False,Z^1,False,,True,False,,,,,
aaabaBBAAbbAAb,,2,False,Z^1+Z/2Z,False,,False,False,,,,,
aaabaBBAAbbAAB,,2,False,Z^2,False,,False,False,,,,,
aaabaBBAAbbABB,,2,False,Z^1,False,,True,False,,,,,
aaabaBBAAbAbab,,2,False,Z^1+Z/2Z,False,,False,False,,,,,
aaabaBBAAbAbbb,,2,False,Z^1,False,,True,False,,,,,
aaabaBBAAbAAbb,,2,False,Z^1+Z/2Z,False,,False,False,,,,,
aaabaBBAAbAAAb,,2,False,Z^1,False,,True,False,,,,,
aaabaBBAAbAAAB,,2,False,Z^1,False,,True,False,,,,,
aaabaBBAAbAABB,,2,False,Z^1+Z/2Z,False,,False,False,,,,,
aaabaBBAAbABab,,2,False,Z^1+Z/2Z,False,,False,False,,,,,
aaabaBBAAbABAb,,2,False,Z^2,False,,False,False,,,,,
aaabaBBAAbABBB,,2,False,Z^1,False,,True,False,,,,,
aaabaBBAAAbaaB,,2,False,Z^1,False,,True,False,,,,,
aaabaBBAAAbabb,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaabaBBAAAbaBB,,2,False,Z^1+Z/2Z,False,,False,False,,,,,
aaabaBBAAAbbaB,,2,False,Z^1+Z/2Z,False,,False,False,,,,,
aaabaBBAAAbbAb,,2,False,Z^1+Z/2Z,False,,False,False,,,,,
aaabaBBAAAbbAB,,2,False,Z^2,False,,False,False,,,,,
aaabaBBAAAbABB,,2,False,Z^1+Z/2Z,False,,False,False,,,,,
aaabaBBAAABaaB,,2,False,Z^1+Z/3Z,False,,True,False,,,,,
aaabaBBAAABabb,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaabaBBAAABaBB,,2,False,Z^1+Z/2Z,False,,False,False,,,,,
aaabaBBAAABAbb,,2,False,Z^2,False,,True,True,m292,,,,
aaabaBBAAABBaB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaabaBBAAABBAb,,2,False,Z^1+Z/2Z,False,,False,False,,,,,
aaabaBBAABaabb,,2,False,Z^1+Z/4Z,False,,False,False,,,,,
aaabaBBAABaaBB,,2,False,Z^1+Z/4Z,False,,False,False,,,,,
aaabaBBAABabbb,,2,False,Z^1,False,,False,False,,,,,
aaabaBBAABabAb,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaabaBBAABaBAb,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaabaBBAABaBBB,,2,False,Z^1,False,,True,False,,,,,
aaabaBBAABAbbb,,2,False,Z^1,False,,True,False,,,,,
aaabaBBAABAbAb,,2,False,Z^2,False,,True,False,,,,,
aaabaBBAABAAbb,,2,False,Z^2,False,,False,False,,,,,
aaabaBBAABABBB,,2,False,Z^1,False,,True,False,,,,,
aaabaBBAABBaab,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaabaBBAABBaaB,,2,False,Z^1+Z/4Z,False,,True,False,,,,,
aaabaBBAABBabb,,2,False,Z^1,False,,True,False,,,,,
aaabaBBAABBaBB,,2,False,Z^1,False,,True,False,,,,,
aaabaBBAABBAbb,,2,False,Z^1,False,,True,False,,,,,
aaabaBBAABBAAb,,2,False,Z^1+Z/2Z,False,,False,False,,,,,
aaabaBBAABBABB,,2,False,Z^1,False,,True,False,,,,,
aaabaBBAABBBab,,2,False,Z^1+Z/3Z,False,,True,False,,,,,
aaabaBBAABBBAb,,2,False,Z^1,False,,True,False,,,,,
aaabaBBAABBBAB,,2,False,Z^1,False,,True,False,,,,,
aaabaBBABaaabb,,2,False,Z^1+Z/6Z,False,,False,False,,,,,
aaabaBBABaaaBB,,2,False,Z^1+Z/2Z,False,,False,False,,,,,
aaabaBBABaabbb,,2,False,Z^1,False,,True,False,,,,,
aaabaBBABaabAb,,2,False,Z^1+Z/4Z,False,,False,False,,,,,
aaabaBBABaaBAb,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaabaBBABaaBBB,,2,False,Z^1+Z/5Z,False,,True,False,,,,,
aaabaBBABabaBB,,2,False,Z^1,False,,True,False,,,,,
aaabaBBABabbaB,,2,False,Z^1,False,,True,False,,,,,
aaabaBBABabbAb,,2,False,Z^1,False,,False,False,,,,,
aaabaBBABabbAB,,2,False,Z^1,False,,True,False,,,,,
aaabaBBABabAbb,,2,False,Z^1,True,,False,False,,,,,
aaabaBBABabAAb,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaabaBBABabABB,,2,False,Z^1+Z/3Z,False,,True,False,,,,,
aaabaBBABaBaab,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaabaBBABaBabb,,2,False,Z^1,False,,True,False,,,,,
aaabaBBABaBaBB,,2,False,Z^1+Z/5Z,False,,True,False,,,,,
aaabaBBABaBAbb,,2,False,Z^1,True,,True,False,,,,,
aaabaBBABaBAAb,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaabaBBABaBABB,,2,False,Z^1,False,,True,False,,,,,
aaabaBBABaBBab,,2,False,Z^1,False,,True,False,,,,,
aaabaBBABaBBaB,,2,False,Z^1+Z/5Z,False,,False,False,,,,,
aaabaBBABaBBAb,,2,False,Z^1+Z/3Z,False,,True,False,,,,,
aaabaBBABaBBAB,,2,False,Z^1,False,,True,False,,,,,
aaabaBBABAbaBB,,2,False,Z^1+Z/3Z,False,,False,False,,,,,
aaabaBBABAbbaB,,2,False,Z^1,False,,True,False,,,,,
aaabaBBABAbbAb,,2,False,Z^1,False,,False,False,,,,,
aaabaBBABAbbAB,,2,False,Z^1,False,,False,False,,,,,
aaabaBBABAbAbb,,2,False,Z^1,False,,False,False,,,,,
aaabaBBABAbAAb,,2,False,Z^2,False,,True,False,,,,,
aaabaBBABAbABB,,2,False,Z^1,False,,True,False,,,,,
aaabaBBABAAbbb,,2,False,Z^1,False,,False,False,,,,,
aaabaBBABAAbAb,,2,False,Z^2,False,,False,False,,,,,
aaabaBBABAABBB,,2,False,Z^1,False,,True,False,,,,,
aaabaBBABABaBB,,2,False,Z^1,False,,True,False,,,,,
aaabaBBABABBaB,,2,False,Z^1,False,,True,False,,,,,
aaabaBBABBaabb,,2,False,Z^1,False,,True,False,,,,,
aaabaBBABBaaBB,,2,False,Z^1+Z/5Z,False,,False,False,,,,,
aaabaBBABBabaB,,2,False,Z^1,False,,True,False,,,,,
aaabaBBABBabbb,,2,False,Z^1+Z/4Z,False,,True,False,,,,,
aaabaBBABBabAb,,2,False,Z^1,True,,True,False,,,,,
aaabaBBABBabAB,,2,False,Z^1+Z/3Z,False,,False,False,,,,,
aaabaBBABBaBab,,2,False,Z^1,False,,True,False,,,,,
aaabaBBABBaBaB,,2,False,Z^1+Z/5Z,False,,False,False,,,,,
aaabaBBABBaBAb,,2,False,Z^1+Z/3Z,True,,True,False,,,,,
aaabaBBABBaBAB,,2,False,Z^1,False,,True,False,,,,,
aaabaBBABBaBBB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaabaBBABBAbaB,,2,False,Z^1+Z/3Z,False,,True,False,,,,,
aaabaBBABBAbbb,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaabaBBABBAbAb,,2,False,Z^1,False,,False,False,,,,,
aaabaBBABBAbAB,,2,False,Z^1,False,,True,False,,,,,
aaabaBBABBAAbb,,2,False,Z^1,False,,True,False,,,,,
aaabaBBABBAAAb,,2,False,Z^1+Z/2Z,False,,False,False,,,,,
aaabaBBABBAABB,,2,False,Z^1,False,,True,False,,,,,
aaabaBBABBABaB,,2,False,Z^1,False,,True,False,,,,,
aaabaBBABBBaab,,2,False,Z^1,False,,True,False,,,,,
aaabaBBABBBaaB,,2,False,Z^1+Z/5Z,False,,True,False,,,,,
aaabaBBABBBabb,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaabaBBABBBAbb,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaabaBBABBBAAb,,2,False,Z^1,False,,True,False,,,,,
aaabaBBABBBAAB,,2,False,Z^1,False,,True,False,,,,,
aaabaBBBaaabbb,,2,False,Z^1,False,,True,False,,,,,
aaabaBBBaaabAb,,2,False,Z^1+Z/6Z,False,,False,False,,,,,
aaabaBBBaaabAB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaabaBBBaaaBAb,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaabaBBBaaaBAB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaabaBBBaaaBBB,,2,False,Z^1,False,,True,False,,,,,
aaabaBBBaabaab,,2,False,Z^1+Z/8Z,False,,False,False,,,,,
aaabaBBBaabaaB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaabaBBBaababb,,2,False,Z^1,False,,True,False,,,,,
aaabaBBBaabaBB,,2,False,Z^1,False,,True,False,,,,,
aaabaBBBaabbab,,2,False,Z^1,False,,True,False,,,,,
aaabaBBBaabbaB,,2,False,Z^1,False,,True,False,,,,,
aaabaBBBaabbAb,,2,False,Z^1,False,,True,False,,,,,
aaabaBBBaabbAB,,2,False,Z^1,False,,True,False,,,,,
aaabaBBBaabAbb,,2,False,Z^1,False,,True,False,,,,,
aaabaBBBaabAAb,,2,False,Z^1+Z/4Z,False,,False,False,,,,,
aaabaBBBaabAAB,,2,False,Z^1+Z/2Z,False,,False,False,,,,,
aaabaBBBaabABB,,2,False,Z^1,False,,True,False,,,,,
aaabaBBBaaBaab,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaabaBBBaaBabb,,2,False,Z^1,True,,True,False,,,,,
aaabaBBBaaBaBB,,2,False,Z^1,False,,True,False,,,,,
aaabaBBBaaBAbb,,2,False,Z^1,False,,True,False,,,,,
aaabaBBBaaBAAb,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaabaBBBaaBAAB,,2,False,Z^1+Z/4Z,False,,True,False,,,,,
aaabaBBBaaBABB,,2,False,Z^1+Z/5Z,False,,True,False,,,,,
aaabaBBBaaBBab,,2,False,Z^1,False,,True,False,,,,,
aaabaBBBaaBBaB,,2,False,Z^1,False,,True,False,,,,,
aaabaBBBaaBBAb,,2,False,Z^1,False,,True,False,,,,,
aaabaBBBaaBBAB,,2,False,Z^1+Z/5Z,False,,True,False,,,,,
aaabaBBBabaabb,,2,False,Z^1,False,,True,False,,,,,
aaabaBBBabaaBB,,2,False,Z^1,False,,True,False,,,,,
aaabaBBBababaB,,2,False,Z^1,False,,True,False,,,,,
aaabaBBBababAb,,2,False,Z^1,False,,True,False,,,,,
aaabaBBBababAB,,2,False,Z^1,False,,True,False,,,,,
aaabaBBBabaBab,,2,False,Z^1,False,,True,False,,,,,
aaabaBBBabaBaB,,2,False,Z^1,False,,True,False,,,,,
aaabaBBBabaBAb,,2,False,Z^1,False,,True,False,,,,,
aaabaBBBabaBAB,,2,False,Z^1,False,,True,False,,,,,
aaabaBBBabaBBB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaabaBBBabbaab,,2,False,Z^1,False,,True,False,,,,,
aaabaBBBabbaaB,,2,False,Z^1,True,,True,False,,,,,
aaabaBBBabbaBB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaabaBBBabbbaB,,2,False,Z^1+Z/6Z,False,,False,False,,,,,
aaabaBBBabbbAb,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaabaBBBabbbAB,,2,False,Z^1+Z/4Z,False,,False,False,,,,,
aaabaBBBabbAbb,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaabaBBBabbAAb,,2,False,Z^1,False,,False,False,,,,,
aaabaBBBabbAAB,,2,False,Z^1,False,,True,False,,,,,
aaabaBBBabbABB,,2,False,Z^1+Z/2Z,False,,False,False,,,,,
aaabaBBBabAbab,,2,False,Z^1,False,,True,False,,,,,
aaabaBBBabAbaB,,2,False,Z^1,False,,True,False,,,,,
aaabaBBBabAbbb,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaabaBBBabAbAb,,2,False,Z^1,False,,False,False,,,,,
aaabaBBBabAbAB,,2,False,Z^1,False,,True,False,,,,,
aaabaBBBabAAbb,,2,False,Z^1,False,,False,False,,,,,
aaabaBBBabAAAb,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaabaBBBabAAAB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaabaBBBabAABB,,2,False,Z^1+Z/3Z,False,,True,False,,,,,
aaabaBBBabABab,,2,False,Z^1,False,,False,False,,,,,
aaabaBBBabABaB,,2,False,Z^1,False,,True,False,,,,,
aaabaBBBabABAb,,2,False,Z^1,False,,True,False,,,,,
aaabaBBBabABAB,,2,False,Z^1+Z/3Z,False,,True,False,,,,,
aaabaBBBabABBB,,2,False,Z^1+Z/4Z,False,,True,False,,,,,
aaabaBBBaBAAAb,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaabaBBBAbaabb,,2,False,Z^1,False,,True,False,,,,,
aaabaBBBAbaaBB,,2,False,Z^1,False,,True,False,,,,,
aaabaBBBAbabaB,,2,False,Z^1,False,,True,False,,,,,
aaabaBBBAbabbb,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaabaBBBAbabAb,,2,False,Z^1,False,,False,False,,,,,
aaabaBBBAbabAB,,2,False,Z^1,False,,True,False,,,,,
aaabaBBBAbaBab,,2,False,Z^1,False,,True,False,,,,,
aaabaBBBAbaBaB,,2,False,Z^1,False,,True,False,,,,,
aaabaBBBAbaBAb,,2,False,Z^1,False,,False,False,,,,,
aaabaBBBAbaBAB,,2,False,Z^1+Z/3Z,False,,True,False,,,,,
aaabaBBBAbaBBB,,2,False,Z^1+Z/4Z,False,,True,False,,,,,
aaabaBBBAbbaab,,2,False,Z^1,False,,True,False,,,,,
aaabaBBBAbbaaB,,2,False,Z^1,True,,True,False,,,,,
aaabaBBBAbbabb,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaabaBBBAbbaBB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaabaBBBAbbbaB,,2,False,Z^1+Z/4Z,False,,False,False,,,,,
aaabaBBBAbbbAB,,2,False,Z^1+Z/2Z,False,,False,False,,,,,
aaabaBBBAbbAbb,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaabaBBBAbbAAb,,2,False,Z^1,False,,True,False,,,,,
aaabaBBBAbbAAB,,2,False,Z^1,False,,True,False,,,,,
aaabaBBBAbbABB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaabaBBBAbAbab,,2,False,Z^1,False,,False,False,,,,,
aaabaBBBAbAbaB,,2,False,Z^1,False,,True,False,,,,,
aaabaBBBAbAbbb,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaabaBBBAbAbAb,,2,False,Z^1,False,,True,False,,,,,
aaabaBBBAbAbAB,,2,False,Z^1,False,,True,False,,,,,
aaabaBBBAbAAbb,,2,False,Z^1,True,,True,False,,,,,
aaabaBBBAbAAAb,,2,False,Z^2,False,,True,False,,,,,
aaabaBBBAbAAAB,,2,False,Z^1+Z/2Z,False,,False,False,,,,,
aaabaBBBAbAABB,,2,False,Z^1,True,,True,False,,,,,
aaabaBBBAbABab,,2,False,Z^1,False,,True,False,,,,,
aaabaBBBAbABaB,,2,False,Z^1+Z/3Z,False,,False,False,,,,,
aaabaBBBAbABAb,,2,False,Z^1,False,,True,False,,,,,
aaabaBBBAbABAB,,2,False,Z^1,False,,True,False,,,,,
aaabaBBBAbABBB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaabaBBBAAbaab,,2,False,Z^1+Z/4Z,False,,False,False,,,,,
aaabaBBBAAbaaB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaabaBBBAAbabb,,2,False,Z^1,False,,False,False,,,,,
aaabaBBBAAbaBB,,2,False,Z^1+Z/3Z,False,,False,False,,,,,
aaabaBBBAAbbab,,2,False,Z^1,False,,False,False,,,,,
aaabaBBBAAbbaB,,2,False,Z^1,False,,True,False,,,,,
aaabaBBBAAbbAb,,2,False,Z^1,False,,True,False,,,,,
aaabaBBBAAbbAB,,2,False,Z^1,False,,False,False,,,,,
aaabaBBBAAbAbb,,2,False,Z^1,False,,True,False,,,,,
aaabaBBBAAbAAb,,2,False,Z^2,False,,False,False,,,,,
aaabaBBBAAbAAB,,2,False,Z^1+Z/2Z,False,,False,False,,,,,
aaabaBBBAAbABB,,2,False,Z^1,False,,True,False,,,,,
aaabaBBBAAAbab,,2,False,Z^1+Z/2Z,False,,False,False,,,,,
aaabaBBBAAAbaB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaabaBBBAAAbbb,,2,False,Z^1,False,,True,False,,,,,
aaabaBBBAAABaB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaabaBBBAAABBB,,2,False,Z^1,False,,True,False,,,,,
aaabaBBBAABaab,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaabaBBBAABaaB,,2,False,Z^1+Z/4Z,False,,True,False,,,,,
aaabaBBBAABabb,,2,False,Z^1,False,,True,False,,,,,
aaabaBBBAABaBB,,2,False,Z^1,False,,True,False,,,,,
aaabaBBBAABAbb,,2,False,Z^1,False,,True,False,,,,,
aaabaBBBAABAAb,,2,False,Z^1+Z/2Z,False,,False,False,,,,,
aaabaBBBAABABB,,2,False,Z^1,False,,True,False,,,,,
aaabaBBBAABBab,,2,False,Z^1+Z/3Z,False,,True,False,,,,,
aaabaBBBAABBaB,,2,False,Z^1,False,,True,False,,,,,
aaabaBBBAABBAb,,2,False,Z^1,False,,True,False,,,,,
aaabaBBBAABBAB,,2,False,Z^1,False,,True,False,,,,,
aaabbaaabbaabb,,2,False,Z^1+Z/2Z,False,bb,True,True,,,,,
aaabbaaabbaaBB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaabbaaabbabaB,,2,False,Z^1+Z/4Z,False,,True,False,,,,,
aaabbaaabbabbb,,2,False,Z^1+Z/7Z,False,,True,False,,,,,
aaabbaaabbabAb,,2,False,Z^1+Z/6Z,False,,True,False,,,,,
aaabbaaabbabAB,,2,False,Z^1+Z/2Z,False,,False,False,,,,,
aaabbaaabbaBab,,2,False,Z^1+Z/4Z,False,,True,False,,,,,
aaabbaaabbaBaB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaabbaaabbaBAb,,2,False,Z^1+Z/2Z,False,,False,False,,,,,
aaabbaaabbaBAB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaabbaaabbaBBB,,2,False,Z^1,False,,True,False,,,,,
aaabbaaabbbaab,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaabbaaabbbaaB,,2,False,Z^1+Z/4Z,False,,True,False,,,,,
aaabbaaabbbaBB,,2,False,Z^1,False,,True,False,,,,,
aaabbaaabbbAAb,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaabbaaabbbAAB,,2,False,Z^1+Z/4Z,False,,True,False,,,,,
aaabbaaabbbABB,,2,False,Z^1,False,,True,False,,,,,
aaabbaaabbAbab,,2,False,Z^1+Z/6Z,False,,False,False,,,,,
aaabbaaabbAbaB,,2,False,Z^1+Z/2Z,False,,False,False,,,,,
aaabbaaabbAbbb,,2,False,Z^1,False,,True,False,,,,,
aaabbaaabbAbAb,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaabbaaabbAbAB,,2,False,Z^1+Z/4Z,False,,True,False,,,,,
aaabbaaabbAAbb,,2,False,Z^1+Z/2Z,False,,True,True,,,,,
aaabbaaabbAAAb,,2,False,Z^1,False,,True,False,,,,,
aaabbaaabbAAAB,,2,False,Z^1+Z/3Z,False,,True,False,,,,,
aaabbaaabbAABB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaabbaaabbABaB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaabbaaabbABAB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaabbaaabbABBB,,2,False,Z^1,False,,True,False,,,,,
aaabbaaabAbaaB,,2,False,Z^1,False,,True,False,,,,,
aaabbaaabAbabb,,2,False,Z^1+Z/6Z,False,,True,False,,,,,
aaabbaaabAbaBB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaabbaaabAbbab,,2,False,Z^1+Z/6Z,False,,False,False,,,,,
aaabbaaabAbbaB,,2,False,Z^1+Z/2Z,False,,False,False,,,,,
aaabbaaabAbbAb,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaabbaaabAbbAB,,2,False,Z^1+Z/4Z,False,,True,False,,,,,
aaabbaaabAbAbb,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaabbaaabAbAAb,,2,False,Z^1,False,,True,False,,,,,
aaabbaaabAbAAB,,2,False,Z^1+Z/3Z,False,,True,False,,,,,
aaabbaaabAbABB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaabbaaabAAbaB,,2,False,Z^1,False,,True,False,,,,,
aaabbaaabAAbbb,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaabbaaabAAbAb,,2,False,Z^1,False,,True,False,,,,,
aaabbaaabAAbAB,,2,False,Z^1+Z/3Z,False,,True,False,,,,,
aaabbaaabAAAbb,,2,False,Z^1,False,,True,False,,,,,
aaabbaaabAAABB,,2,False,Z^1,False,,True,False,,,,,
aaabbaaabAABaB,,2,False,Z^1,False,,True,False,,,,,
aaabbaaabAABBB,,2,False,Z^1+Z/4Z,False,,False,False,,,,,
aaabbaaabABaaB,,2,False,Z^1,False,,True,False,,,,,
aaabbaaabABaBB,,2,False,Z^1+Z/6Z,False,,False,False,,,,,
aaabbaaabABABB,,2,False,Z^1+Z/4Z,False,,False,False,,,,,
aaabbaaabABBaB,,2,False,Z^1+Z/6Z,False,,False,False,,,,,
aaabbaaabABBAb,,2,False,Z^1+Z/2Z,False,,False,False,,,,,
aaabbaaabABBAB,,2,False,Z^1+Z/4Z,False,,False,False,,,,,
aaabbaaaBAbaaB,,2,False,Z^1,False,,True,False,,,,,
aaabbaaaBAbabb,,2,False,Z^1+Z/2Z,False,,False,False,,,,,
aaabbaaaBAbaBB,,2,False,Z^1+Z/6Z,False,,False,False,,,,,
aaabbaaaBAbbab,,2,False,Z^1+Z/2Z,False,,False,False,,,,,
aaabbaaaBAbbaB,,2,False,Z^1+Z/2Z,False,,False,False,,,,,
aaabbaaaBAbbAb,,2,False,Z^1+Z/4Z,False,,True,False,,,,,
aaabbaaaBAbbAB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaabbaaaBAbAbb,,2,False,Z^1+Z/4Z,False,,True,False,,,,,
aaabbaaaBAbAAb,,2,False,Z^1+Z/3Z,False,,True,False,,,,,
aaabbaaaBAbAAB,,2,False,Z^1,False,,False,False,,,,,
aaabbaaaBAbABB,,2,False,Z^1+Z/4Z,False,,False,False,,,,,
aaabbaaaBAAbaB,,2,False,Z^1,False,,True,False,,,,,
aaabbaaaBAAbbb,,2,False,Z^1+Z/4Z,False,,True,False,,,,,
aaabbaaaBAAbAb,,2,False,Z^1+Z/3Z,False,,True,False,,,,,
aaabbaaaBAAbAB,,2,False,Z^1,False,,False,False,,,,,
aaabbaaaBAAAbb,,2,False,Z^1+Z/3Z,False,,True,False,,,,,
aaabbaaaBAAABB,,2,False,Z^1,False,,True,False,,,,,
aaabbaaaBAABaB,,2,False,Z^1,False,,True,False,,,,,
aaabbaaaBAABBB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaabbaaaBABaaB,,2,False,Z^1,False,,True,False,,,,,
aaabbaaaBABabb,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaabbaaaBABaBB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaabbaaaBABAbb,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaabbaaaBABBab,,2,False,Z^1+Z/6Z,False,,False,False,,,,,
aaabbaaaBABBaB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaabbaaaBABBAb,,2,False,Z^1+Z/4Z,False,,False,False,,,,,
aaabbaaaBABBAB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaabbaaaBBaabb,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaabbaaaBBaaBB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaabbaaaBBabaB,,2,False,Z^1+Z/8Z,False,,False,False,,,,,
aaabbaaaBBabbb,,2,False,Z^1,False,,True,False,,,,,
aaabbaaaBBabAb,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaabbaaaBBabAB,,2,False,Z^1+Z/6Z,False,,False,False,,,,,
aaabbaaaBBaBab,,2,False,Z^1+Z/8Z,False,,False,False,,,,,
aaabbaaaBBaBAb,,2,False,Z^1+Z/6Z,False,,False,False,,,,,
aaabbaaaBBaBAB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaabbaaaBBaBBB,,2,False,Z^1,False,,True,False,,,,,
aaabbaaaBBAbaB,,2,False,Z^1+Z/6Z,False,,False,False,,,,,
aaabbaaaBBAbbb,,2,False,Z^1,False,,True,False,,,,,
aaabbaaaBBAbAb,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaabbaaaBBAbAB,,2,False,Z^1+Z/4Z,False,,False,False,,,,,
aaabbaaaBBAAbb,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaabbaaaBBAAAb,,2,False,Z^1,False,,True,False,,,,,
aaabbaaaBBAAAB,,2,False,Z^1,False,,True,False,,,,,
aaabbaaaBBAABB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaabbaaaBBABaB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaabbaaaBBABBB,,2,False,Z^1,False,,True,False,,,,,
aaabbaaaBBBaab,,2,False,Z^1+Z/8Z,False,,False,False,,,,,
aaabbaaaBBBaaB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
