Relator,Name,Number of Generators,Torsion,Abelianisation,Small Cancellation,Center,Free-by-cyclic,Geometric,Manifold,Knot,Link Exterior,Further Information,References
aaabbAABaaBab,,2,False,Z^1,False,,True,False,,,,,
aaabbAABaaBAb,,2,False,Z^1,False,,False,False,,,,,
aaabbAABaaBAB,,2,False,Z^1,False,,True,False,,,,,
aaabbAABabaaB,,2,False,Z^1,False,,True,False,,,,,
aaabbAABababb,,2,False,Z^1,False,,True,False,,,,,
aaabbAABabaBB,,2,False,Z^1+Z/3Z,False,,False,False,,,,,
aaabbAABabbab,,2,False,Z^1,False,,True,False,,,,,
aaabbAABabbaB,,2,False,Z^1,False,,True,False,,,,,
aaabbAABabbAb,,2,False,Z^1,False,,True,False,,,,,
aaabbAABabbAB,,2,False,Z^1,False,,True,False,,,,,
aaabbAABabAbb,,2,False,Z^1,False,,True,False,,,,,
aaabbAABabAAb,,2,False,Z^1+Z/3Z,False,,False,False,,,,,
aaabbAABabAAB,,2,False,Z^1,False,,False,False,,,,,
aaabbAABabABB,,2,False,Z^1,True,,False,False,,,,,
aaabbAABaBaab,,2,False,Z^1,False,,True,False,,,,,
aaabbAABaBabb,,2,False,Z^1,False,,False,False,,,,,
aaabbAABaBAbb,,2,False,Z^1,False,,False,False,,,,,
aaabbAABaBAAb,,2,False,Z^1,False,,False,False,,,,,
aaabbAABaBAAB,,2,False,Z^1,False,,False,False,,,,,
aaabbAABaBABB,,2,False,Z^1,True,,True,False,,,,,
aaabbAABaBBab,,2,False,Z^1+Z/3Z,False,,False,False,,,,,
aaabbAABaBBAb,,2,False,Z^1,False,,False,False,,,,,
aaabbAABaBBAB,,2,False,Z^1,False,,True,False,,,,,
aaabbAABAbaaB,,2,False,Z^1,False,,True,False,,,,,
aaabbAABAbabb,,2,False,Z^1,False,,True,False,,,,,
aaabbAABAbaBB,,2,False,Z^1,False,,False,False,,,,,
aaabbAABAbbab,,2,False,Z^1,False,,True,False,,,,,
aaabbAABAbbaB,,2,False,Z^1,True,,True,False,,,,,
aaabbAABAbbAb,,2,False,Z^1,False,,True,False,,,,,
aaabbAABAbbAB,,2,False,Z^1,False,,True,False,,,,,
aaabbAABAbAbb,,2,False,Z^1,False,,True,False,,,,,
aaabbAABAbAAb,,2,False,Z^1,False,,True,False,,,,,
aaabbAABAbAAB,,2,False,Z^1,False,,True,False,,,,,
aaabbAABAbABB,,2,False,Z^1,True,,False,False,,,,,
aaabbAABAAbaB,,2,False,Z^1,False,,False,False,,,,,
aaabbAABAAbAb,,2,False,Z^1,False,,True,False,,,,,
aaabbAABAAbAB,,2,False,Z^1,False,,True,False,,,,,
aaabbAABAABaB,,2,False,Z^1,False,,False,False,,,,,
aaabbAABABaaB,,2,False,Z^1,False,,False,False,,,,,
aaabbAABABabb,,2,False,Z^1,False,,True,False,,,,,
aaabbAABABaBB,,2,False,Z^1,False,,False,False,,,,,
aaabbAABABAbb,,2,False,Z^1,False,,True,False,,,,,
aaabbAABABBab,,2,False,Z^1,False,,False,False,,,,,
aaabbAABABBaB,,2,False,Z^1,True,,True,False,,,,,
aaabbAABABBAb,,2,False,Z^1,False,,False,False,,,,,
aaabbAABABBAB,,2,False,Z^1,False,,False,False,,,,,
aaabbAABBaabb,,2,False,Z^1,False,,False,False,,,,,
aaabbAABBaaBB,,2,False,Z^1,False,,True,False,,,,,
aaabbAABBabab,,2,False,Z^1,False,,True,False,,,,,
aaabbAABBabaB,,2,False,Z^1+Z/3Z,True,,False,False,,,,,
aaabbAABBabAb,,2,False,Z^1,False,,False,False,,,,,
aaabbAABBabAB,,2,False,Z^1,True,,False,False,,,,,
aaabbAABBaBab,,2,False,Z^1+Z/3Z,False,,False,False,,,,,
aaabbAABBaBAb,,2,False,Z^1,False,,False,False,,,,,
aaabbAABBaBAB,,2,False,Z^1,True,,True,False,,,,,
aaabbAABBAbab,,2,False,Z^1,False,,True,False,,,,,
aaabbAABBAbaB,,2,False,Z^1,False,,False,False,,,,,
aaabbAABBAbAb,,2,False,Z^1,False,,True,False,,,,,
aaabbAABBAbAB,,2,False,Z^1,False,,False,False,,,,,
aaabbAABBAAbb,,2,False,Z^1,False,,True,False,,,,,
aaabbAABBAAAb,,2,False,Z^1,False,,True,False,,,,,
aaabbAABBAAAB,,2,False,Z^1,False,,True,False,,,,,
aaabbAABBAABB,,2,False,Z^1,False,,True,False,,,,,
aaabbAABBABab,,2,False,Z^1,False,,False,False,,,,,
aaabbAABBABaB,,2,False,Z^1,False,,True,False,,,,,
aaabbAABBABAb,,2,False,Z^1,False,,False,False,,,,,
aaabbAABBBabb,,2,False,Z^1,False,,True,False,,,,,
aaabbAABBBAbb,,2,False,Z^1,False,,False,False,,,,,
aaabbAABBBAAb,,2,False,Z^1,False,,False,False,,,,,
aaabbABaaabAb,,2,False,Z^1,False,,True,False,,,,,
aaabbABaaabAB,,2,False,Z^1,False,,True,False,,,,,
aaabbABaaaBAb,,2,False,Z^1,False,,True,False,,,,,
aaabbABaaaBAB,,2,False,Z^1,False,,True,False,,,,,
aaabbABaabaaB,,2,False,Z^1,False,,True,False,,,,,
aaabbABaababb,,2,False,Z^1,False,,True,False,,,,,
aaabbABaabaBB,,2,False,Z^1+Z/5Z,False,,False,False,,,,,
aaabbABaabbab,,2,False,Z^1,False,,True,False,,,,,
aaabbABaabbaB,,2,False,Z^1,False,,True,False,,,,,
aaabbABaabbAb,,2,False,Z^1,False,,True,False,,,,,
aaabbABaabbAB,,2,False,Z^1,False,,True,False,,,,,
aaabbABaabAbb,,2,False,Z^1,False,,True,False,,,,,
aaabbABaabAAb,,2,False,Z^1,False,,True,False,,,,,
aaabbABaabAAB,,2,False,Z^1,False,,False,False,,,,,
aaabbABaabABB,,2,False,Z^1+Z/3Z,False,,False,False,,,,,
aaabbABaaBaab,,2,False,Z^1,False,,True,False,,,,,
aaabbABaaBabb,,2,False,Z^1,False,,True,False,,,,,
aaabbABaaBAbb,,2,False,Z^1,True,,True,False,,,,,
aaabbABaaBAAb,,2,False,Z^1,False,,True,False,,,,,
aaabbABaaBAAB,,2,False,Z^1,False,,True,False,,,,,
aaabbABaaBABB,,2,False,Z^1,False,,True,False,,,,,
aaabbABaaBBab,,2,False,Z^1+Z/5Z,False,,True,False,,,,,
aaabbABaaBBAb,,2,False,Z^1+Z/3Z,False,,True,False,,,,,
aaabbABaaBBAB,,2,False,Z^1,False,,True,False,,,,,
aaabbABabaabb,,2,False,Z^1,False,,True,False,,,,,
aaabbABabaaBB,,2,False,Z^1+Z/5Z,False,,False,False,,,,,
aaabbABababaB,,2,False,Z^1,False,,True,False,,,,,
aaabbABababAb,,2,False,Z^1,False,,True,False,,,,,
aaabbABababAB,,2,False,Z^1,False,,True,False,,,,,
aaabbABabaBAB,,2,False,Z^1+Z/3Z,False,,False,False,,,,,
aaabbABabbaab,,2,False,Z^1,False,,True,False,,,,,
aaabbABabbaaB,,2,False,Z^1,False,,True,False,,,,,
aaabbABabbaBB,,2,False,Z^1,False,,True,False,,,,,
aaabbABabbbaB,,2,False,Z^1,False,,True,False,,,,,
aaabbABabbbAB,,2,False,Z^1,False,,True,False,,,,,
aaabbABabbAbb,,2,False,Z^1,False,,True,False,,,,,
aaabbABabbAAb,,2,False,Z^1,False,,True,False,,,,,
aaabbABabbAAB,,2,False,Z^1,False,,True,False,,,,,
aaabbABabbABB,,2,False,Z^1,False,,True,False,,,,,
aaabbABabAbab,,2,False,Z^1,False,,True,False,,,,,
aaabbABabAAbb,,2,False,Z^1,True,,True,False,,,,,
aaabbABabAAAb,,2,False,Z^1+Z/3Z,False,,False,False,,,,,
aaabbABabAAAB,,2,False,Z^1,False,,False,False,,,,,
aaabbABabAABB,,2,False,Z^1,True,,False,False,,,,,
aaabbABabABAB,,2,False,Z^1,False,,False,False,,,,,
aaabbABaBaabb,,2,False,Z^1,False,,True,False,,,,,
aaabbABaBabab,,2,False,Z^1,False,,True,False,,,,,
aaabbABaBAbab,,2,False,Z^1,False,,False,False,,,,,
aaabbABaBAAbb,,2,False,Z^1,False,,False,False,,,,,
aaabbABaBAAAb,,2,False,Z^1,False,,False,False,,,,,
aaabbABaBAAAB,,2,False,Z^1,False,,False,False,,,,,
aaabbABaBAABB,,2,False,Z^1,False,,True,False,,,,,
aaabbABaBABab,,2,False,Z^1+Z/3Z,False,,True,False,,,,,
aaabbABaBABAb,,2,False,Z^1,False,,True,False,,,,,
aaabbABaBBaab,,2,False,Z^1+Z/5Z,False,,False,False,,,,,
aaabbABaBBabb,,2,False,Z^1,False,,True,False,,,,,
aaabbABaBBAbb,,2,False,Z^1,False,,True,False,,,,,
aaabbABaBBAAb,,2,False,Z^1,False,,False,False,,,,,
aaabbABaBBAAB,,2,False,Z^1,False,,True,False,,,,,
aaabbABaBBABB,,2,False,Z^1,False,,True,False,,,,,
aaabbABaBBBab,,2,False,Z^1,False,,True,False,,,,,
aaabbABaBBBAb,,2,False,Z^1,False,,True,False,,,,,
aaabbABAbaabb,,2,False,Z^1,False,,True,False,,,,,
aaabbABAbaaBB,,2,False,Z^1+Z/3Z,False,,False,False,,,,,
aaabbABAbabaB,,2,False,Z^1,False,,True,False,,,,,
aaabbABAbabAb,,2,False,Z^1,False,,True,False,,,,,
aaabbABAbabAB,,2,False,Z^1,False,,True,False,,,,,
aaabbABAbaBAB,,2,False,Z^1,False,,False,False,,,,,
aaabbABAbbaab,,2,False,Z^1,False,,True,False,,,,,
aaabbABAbbaaB,,2,False,Z^1,True,,True,False,,,,,
aaabbABAbbabb,,2,False,Z^1,False,,True,False,,,,,
aaabbABAbbaBB,,2,False,Z^1,False,,True,False,,,,,
aaabbABAbbbaB,,2,False,Z^1,False,,True,False,,,,,
aaabbABAbbbAB,,2,False,Z^1+Z/3Z,False,,False,False,,,,,
aaabbABAbbAbb,,2,False,Z^1+Z/5Z,False,,False,False,,,,,
aaabbABAbbAAb,,2,False,Z^1,False,,True,False,,,,,
aaabbABAbbAAB,,2,False,Z^1,False,,True,False,,,,,
aaabbABAbbABB,,2,False,Z^1,False,,False,False,,,,,
aaabbABAbAbab,,2,False,Z^1,False,,True,False,,,,,
aaabbABAbAAbb,,2,False,Z^1,True,,True,False,,,,,
aaabbABAbAAAb,,2,False,Z^1,False,,True,False,,,,,
aaabbABAbAAAB,,2,False,Z^1,False,,True,False,,,,,
aaabbABAbAABB,,2,False,Z^1,True,,False,False,,,,,
aaabbABAbABAB,,2,False,Z^1,False,,False,False,,,,,
aaabbABAAbaaB,,2,False,Z^1,False,,True,False,,,,,
aaabbABAAbabb,,2,False,Z^1,False,,True,False,,,,,
aaabbABAAbaBB,,2,False,Z^1,False,,False,False,,,,,
aaabbABAAbbab,,2,False,Z^1,False,,True,False,,,,,
aaabbABAAbbaB,,2,False,Z^1,False,,True,False,,,,,
aaabbABAAbbAb,,2,False,Z^1,False,,True,False,,,,,
aaabbABAAbbAB,,2,False,Z^1,False,,True,False,,,,,
aaabbABAAbAbb,,2,False,Z^1,False,,True,False,,,,,
aaabbABAAbAAb,,2,False,Z^1,False,,True,False,,,,,
aaabbABAAbAAB,,2,False,Z^1,False,,True,False,,,,,
aaabbABAAbABB,,2,False,Z^1,False,,False,False,,,,,
aaabbABAAAbaB,,2,False,Z^1,False,,False,False,,,,,
aaabbABAAABaB,,2,False,Z^1,False,,False,False,,,,,
aaabbABAABaaB,,2,False,Z^1,False,,False,False,,,,,
aaabbABAABabb,,2,False,Z^1,False,,True,False,,,,,
aaabbABAABaBB,,2,False,Z^1,False,,False,False,,,,,
aaabbABAABAbb,,2,False,Z^1,False,,True,False,,,,,
aaabbABAABABB,,2,False,Z^1,False,,True,False,,,,,
aaabbABAABBab,,2,False,Z^1,False,,True,False,,,,,
aaabbABAABBaB,,2,False,Z^1,False,,True,False,,,,,
aaabbABAABBAb,,2,False,Z^1,False,,True,False,,,,,
aaabbABAABBAB,,2,False,Z^1,False,,False,False,,,,,
aaabbABABaabb,,2,False,Z^1,False,,False,False,,,,,
aaabbABABaaBB,,2,False,Z^1,False,,True,False,,,,,
aaabbABABabaB,,2,False,Z^1+Z/3Z,False,,False,False,,,,,
aaabbABABabAb,,2,False,Z^1,False,,True,False,,,,,
aaabbABABabAB,,2,False,Z^1,False,,False,False,,,,,
aaabbABABaBab,,2,False,Z^1+Z/3Z,False,,True,False,,,,,
aaabbABABaBAb,,2,False,Z^1,False,,True,False,,,,,
aaabbABABaBAB,,2,False,Z^1,False,,True,False,,,,,
aaabbABABAbaB,,2,False,Z^1,False,,False,False,,,,,
aaabbABABAbAb,,2,False,Z^1,False,,True,False,,,,,
aaabbABABAbAB,,2,False,Z^1,False,,False,False,,,,,
aaabbABABAAbb,,2,False,Z^1,False,,True,False,,,,,
aaabbABABAABB,,2,False,Z^1,False,,True,False,,,,,
aaabbABABBaab,,2,False,Z^1+Z/3Z,False,,False,False,,,,,
aaabbABABBaaB,,2,False,Z^1,False,,True,False,,,,,
aaabbABABBabb,,2,False,Z^1,False,,True,False,,,,,
aaabbABABBaBB,,2,False,Z^1,False,,True,False,,,,,
aaabbABABBAbb,,2,False,Z^1,False,,False,False,,,,,
aaabbABABBAAb,,2,False,Z^1,False,,False,False,,,,,
aaabbABABBAAB,,2,False,Z^1,False,,True,False,,,,,
aaabbABABBABB,,2,False,Z^1+Z/3Z,False,,False,False,,,,,
aaabbABABBBAb,,2,False,Z^1,False,,False,False,,,,,
aaabbABBaabab,,2,False,Z^1,False,,True,False,,,,,
aaabbABBaabaB,,2,False,Z^1+Z/5Z,False,,False,False,,,,,
aaabbABBaabAb,,2,False,Z^1,False,,True,False,,,,,
aaabbABBaabAB,,2,False,Z^1+Z/3Z,False,,False,False,,,,,
aaabbABBaaBab,,2,False,Z^1+Z/5Z,True,,True,False,,,,,
aaabbABBaaBAb,,2,False,Z^1+Z/3Z,True,,True,False,,,,,
aaabbABBaaBAB,,2,False,Z^1,False,,True,False,,,,,
aaabbABBabaab,,2,False,Z^1,False,,False,False,,,,,
aaabbABBabaaB,,2,False,Z^1+Z/5Z,True,,False,False,,,,,
aaabbABBababb,,2,False,Z^1,False,,False,False,,,,,
aaabbABBabaBB,,2,False,Z^1,False,,True,False,,,,,
aaabbABBabbab,,2,False,Z^1,False,,False,False,,,,,
aaabbABBabbaB,,2,False,Z^1,False,,False,False,,,,,
aaabbABBabbAb,,2,False,Z^1,False,,False,False,,,,,
aaabbABBabbAB,,2,False,Z^1,False,,False,False,,,,,
aaabbABBabAbb,,2,False,Z^1,False,,False,False,,,,,
aaabbABBabAAb,,2,False,Z^1,True,,False,False,,,,,
aaabbABBabAAB,,2,False,Z^1,True,,False,False,,,,,
aaabbABBabABB,,2,False,Z^1,False,,True,False,,,,,
aaabbABBaBaab,,2,False,Z^1+Z/5Z,False,,False,False,,,,,
aaabbABBaBabb,,2,False,Z^1,False,,True,False,,,,,
aaabbABBaBaBB,,2,False,Z^1,False,,True,False,,,,,
aaabbABBaBAbb,,2,False,Z^1,False,,True,False,,,,,
aaabbABBaBAAb,,2,False,Z^1,False,,False,False,,,,,
aaabbABBaBAAB,,2,False,Z^1,False,,True,False,,,,,
aaabbABBaBABB,,2,False,Z^1,False,,True,False,,,,,
aaabbABBaBBab,,2,False,Z^1,False,,True,False,,,,,
aaabbABBaBBaB,,2,False,Z^1,False,,True,False,,,,,
aaabbABBaBBAb,,2,False,Z^1,False,,True,False,,,,,
aaabbABBaBBAB,,2,False,Z^1,False,,True,False,,,,,
aaabbABBAbaab,,2,False,Z^1,False,,True,False,,,,,
aaabbABBAbaaB,,2,False,Z^1+Z/3Z,False,,False,False,,,,,
aaabbABBAbabb,,2,False,Z^1,False,,True,False,,,,,
aaabbABBAbaBB,,2,False,Z^1,False,,True,False,,,,,
aaabbABBAbbab,,2,False,Z^1,False,,True,False,,,,,
aaabbABBAbbaB,,2,False,Z^1,False,,True,False,,,,,
aaabbABBAbbAb,,2,False,Z^1+Z/3Z,False,,False,False,,,,,
aaabbABBAbbAB,,2,False,Z^1,False,,False,False,,,,,
aaabbABBAbAbb,,2,False,Z^1+Z/3Z,False,,False,False,,,,,
aaabbABBAbAAb,,2,False,Z^1,False,,True,False,,,,,
aaabbABBAbAAB,,2,False,Z^1,False,,False,False,,,,,
aaabbABBAbABB,,2,False,Z^1,False,,False,False,,,,,
aaabbABBAAbab,,2,False,Z^1,False,,True,False,,,,,
aaabbABBAAbaB,,2,False,Z^1,False,,False,False,,,,,
aaabbABBAAbAb,,2,False,Z^1,False,,True,False,,,,,
aaabbABBAAbAB,,2,False,Z^1,False,,False,False,,,,,
aaabbABBAABab,,2,False,Z^1,False,,True,False,,,,,
aaabbABBAABaB,,2,False,Z^1,False,,True,False,,,,,
aaabbABBAABAb,,2,False,Z^1,False,,True,False,,,,,
aaabbABBAABAB,,2,False,Z^1,False,,True,False,,,,,
aaabbABBABaab,,2,False,Z^1+Z/3Z,False,,False,False,,,,,
aaabbABBABaaB,,2,False,Z^1,False,,True,False,,,,,
aaabbABBABabb,,2,False,Z^1,False,,True,False,,,,,
aaabbABBABaBB,,2,False,Z^1,False,,True,False,,,,,
aaabbABBABAbb,,2,False,Z^1,False,,False,False,,,,,
aaabbABBABAAb,,2,False,Z^1,False,,False,False,,,,,
aaabbABBABAAB,,2,False,Z^1,False,,True,False,,,,,
aaabbABBABABB,,2,False,Z^1+Z/3Z,False,,False,False,,,,,
aaabbABBABBab,,2,False,Z^1,False,,True,False,,,,,
aaabbABBABBaB,,2,False,Z^1,False,,True,False,,,,,
aaabbABBABBAb,,2,False,Z^1,False,,False,False,,,,,
aaabbABBABBAB,,2,False,Z^1+Z/3Z,False,,False,False,,,,,
aaabbABBBabaB,,2,False,Z^1,False,,True,False,,,,,
aaabbABBBabAb,,2,False,Z^1,True,,True,False,,,,,
aaabbABBBabAB,,2,False,Z^1,False,,False,False,,,,,
aaabbABBBAbab,,2,False,Z^1,False,,True,False,,,,,
aaabbABBBAbaB,,2,False,Z^1,False,,True,False,,,,,
aaabbABBBAbAb,,2,False,Z^1,False,,False,False,,,,,
aaabbABBBAbAB,,2,False,Z^1,False,,False,False,,,,,
aaabAbaaabAbb,,2,False,Z^1,False,,True,False,,,,,
aaabAbaaabABB,,2,False,Z^1,False,,True,False,,,,,
aaabAbaaaBAbb,,2,False,Z^1,False,,True,False,,,,,
aaabAbaaaBABB,,2,False,Z^1,False,,True,False,,,,,
aaabAbaabaaBB,,2,False,Z^1,False,,True,False,,,,,
aaabAbaabbaaB,,2,False,Z^1+Z/3Z,False,,True,False,,,,,
aaabAbaabbabb,,2,False,Z^1,False,,True,False,,,,,
aaabAbaabbaBB,,2,False,Z^1,False,,True,False,,,,,
aaabAbaabbbaB,,2,False,Z^1,False,,True,False,,,,,
aaabAbaabbbAB,,2,False,Z^1,False,,True,False,,,,,
aaabAbaabbAbb,,2,False,Z^1+Z/3Z,False,,False,False,,,,,
aaabAbaabbAAb,,2,False,Z^1,False,,True,False,,,,,
aaabAbaabbAAB,,2,False,Z^1,False,,True,False,,,,,
aaabAbaabbABB,,2,False,Z^1,False,,True,False,,,,,
aaabAbaabAAbb,,2,False,Z^1,False,,True,False,,,,,
aaabAbaabAABB,,2,False,Z^1,False,,True,False,,,,,
aaabAbaaBaabb,,2,False,Z^1+Z/3Z,False,,True,False,,,,,
aaabAbaaBAAbb,,2,False,Z^1,False,,True,False,,,,,
aaabAbaaBAABB,,2,False,Z^1,False,,True,False,,,,,
aaabAbaaBBaab,,2,False,Z^1,False,,True,False,,,,,
aaabAbaaBBabb,,2,False,Z^1,False,,True,False,,,,,
aaabAbaaBBAbb,,2,False,Z^1,False,,True,False,,,,,
aaabAbaaBBAAb,,2,False,Z^1,False,,True,False,,,,,
aaabAbaaBBAAB,,2,False,Z^1,False,,True,False,,,,,
aaabAbaaBBABB,,2,False,Z^1,True,,True,False,,,,,
aaabAbaaBBBab,,2,False,Z^1+Z/5Z,False,,False,False,,,,,
aaabAbaaBBBAb,,2,False,Z^1+Z/3Z,False,,False,False,,,,,
aaabAbababaBB,,2,False,Z^1,False,,True,False,,,,,
aaabAbababABB,,2,False,Z^1,False,,True,False,,,,,
aaabAbabaBabb,,2,False,Z^1,True,,True,False,,,,,
aaabAbabaBAbb,,2,False,Z^1,False,,True,False,,,,,
aaabAbabaBABB,,2,False,Z^1+Z/3Z,False,,False,False,,,,,
aaabAbabaBBab,,2,False,Z^1,False,,True,False,,,,,
aaabAbabaBBAb,,2,False,Z^1,False,,True,False,,,,,
aaabAbabaBBAB,,2,False,Z^1+Z/3Z,False,,False,False,,,,,
aaabAbabbaabb,,2,False,Z^1,False,,True,False,,,,,
aaabAbabbaaBB,,2,False,Z^1,True,,True,False,,,,,
aaabAbabbabaB,,2,False,Z^1,False,,True,False,,,,,
aaabAbabbabAb,,2,False,Z^1+Z/3Z,False,,True,False,,,,,
aaabAbabbabAB,,2,False,Z^1,False,,True,False,,,,,
aaabAbabbaBab,,2,False,Z^1,True,,True,False,,,,,
aaabAbabbaBAb,,2,False,Z^1,False,,False,False,,,,,
aaabAbabbaBAB,,2,False,Z^1,False,,True,False,,,,,
aaabAbabbbaBB,,2,False,Z^1,True,,True,False,,,,,
aaabAbabbbABB,,2,False,Z^1,True,,True,False,,,,,
aaabAbabbAbab,,2,False,Z^1+Z/3Z,False,,True,False,,,,,
aaabAbabbAAbb,,2,False,Z^1,True,,True,False,,,,,
aaabAbabbAAAb,,2,False,Z^1+Z/5Z,False,,False,False,,,,,
aaabAbabbAAAB,,2,False,Z^1+Z/3Z,False,,False,False,,,,,
aaabAbabbAABB,,2,False,Z^1,True,,True,False,,,,,
aaabAbabbABab,,2,False,Z^1,False,,True,False,,,,,
aaabAbabbABAb,,2,False,Z^1,False,,True,False,,,,,
aaabAbabbABAB,,2,False,Z^1,False,,True,False,,,,,
aaabAbabAbabb,,2,False,Z^1+Z/3Z,False,,False,False,,,,,
aaabAbabAbbab,,2,False,Z^1+Z/3Z,False,,True,False,,,,,
aaabAbabABabb,,2,False,Z^1,False,,True,False,,,,,
aaabAbabABAbb,,2,False,Z^1,False,,True,False,,,,,
aaabAbabABABB,,2,False,Z^1,False,,False,False,,,,,
aaabAbabABBab,,2,False,Z^1,False,,True,False,,,,,
aaabAbabABBAb,,2,False,Z^1,False,,True,False,,,,,
aaabAbabABBAB,,2,False,Z^1,False,,False,False,,,,,
aaabAbaBababb,,2,False,Z^1,True,,True,False,,,,,
aaabAbaBabbab,,2,False,Z^1,True,,True,False,,,,,
aaabAbaBAbabb,,2,False,Z^1,False,,True,False,,,,,
aaabAbaBAbbab,,2,False,Z^1,False,,True,False,,,,,
aaabAbaBABabb,,2,False,Z^1,False,,False,False,,,,,
aaabAbaBABAbb,,2,False,Z^1,False,,True,False,,,,,
aaabAbaBABBab,,2,False,Z^1+Z/3Z,False,,True,False,,,,,
aaabAbaBABBAb,,2,False,Z^1,False,,True,False,,,,,
aaabAbaBABBAB,,2,False,Z^1,False,,True,False,,,,,
aaabAbaBBaabb,,2,False,Z^1,False,,True,False,,,,,
aaabAbaBBabab,,2,False,Z^1,False,,True,False,,,,,
aaabAbaBBAbab,,2,False,Z^1,False,,False,False,,,,,
aaabAbaBBAAbb,,2,False,Z^1,False,,False,False,,,,,
aaabAbaBBAAAb,,2,False,Z^1,False,,False,False,,,,,
aaabAbaBBAAAB,,2,False,Z^1,False,,False,False,,,,,
aaabAbaBBAABB,,2,False,Z^1,False,,True,False,,,,,
aaabAbaBBABab,,2,False,Z^1+Z/3Z,False,,True,False,,,,,
aaabAbaBBABAb,,2,False,Z^1,False,,True,False,,,,,
aaabAbaBBBabb,,2,False,Z^1,True,,True,False,,,,,
aaabAbaBBBAbb,,2,False,Z^1,True,,True,False,,,,,
aaabAbbaaabAB,,2,False,Z^1,False,,True,False,,,,,
aaabAbbaaaBAb,,2,False,Z^1,False,,True,False,,,,,
aaabAbbaabaaB,,2,False,Z^1+Z/3Z,False,,False,False,,,,,
aaabAbbaababb,,2,False,Z^1,False,,True,False,,,,,
aaabAbbaabaBB,,2,False,Z^1,False,,True,False,,,,,
aaabAbbaabbab,,2,False,Z^1,False,,True,False,,,,,
aaabAbbaabbaB,,2,False,Z^1,False,,True,False,,,,,
aaabAbbaabbAb,,2,False,Z^1+Z/3Z,False,,True,False,,,,,
aaabAbbaabbAB,,2,False,Z^1,False,,True,False,,,,,
aaabAbbaabAbb,,2,False,Z^1+Z/3Z,False,,True,False,,,,,
aaabAbbaabAAb,,2,False,Z^1,False,,True,False,,,,,
aaabAbbaabAAB,,2,False,Z^1,False,,True,False,,,,,
aaabAbbaabABB,,2,False,Z^1,False,,True,False,,,,,
aaabAbbaaBaab,,2,False,Z^1+Z/3Z,False,,True,False,,,,,
aaabAbbaaBabb,,2,False,Z^1,False,,True,False,,,,,
aaabAbbaaBAbb,,2,False,Z^1,False,,True,False,,,,,
aaabAbbaaBAAb,,2,False,Z^1,False,,False,False,,,,,
aaabAbbaaBAAB,,2,False,Z^1,False,,True,False,,,,,
aaabAbbaaBABB,,2,False,Z^1+Z/3Z,False,,False,False,,,,,
aaabAbbaaBBab,,2,False,Z^1,False,,True,False,,,,,
aaabAbbaaBBAb,,2,False,Z^1,False,,True,False,,,,,
aaabAbbaaBBAB,,2,False,Z^1+Z/3Z,True,,False,False,,,,,
aaabAbbabaabb,,2,False,Z^1,False,,True,False,,,,,
aaabAbbabaaBB,,2,False,Z^1,False,,True,False,,,,,
aaabAbbababaB,,2,False,Z^1,False,,True,False,,,,,
aaabAbbababAB,,2,False,Z^1,False,,True,False,,,,,
aaabAbbabaBab,,2,False,Z^1,False,,True,False,,,,,
aaabAbbabaBAb,,2,False,Z^1,False,,True,False,,,,,
aaabAbbabaBAB,,2,False,Z^1,False,,True,False,,,,,
aaabAbbabbaab,,2,False,Z^1,False,,True,False,,,,,
aaabAbbabbaaB,,2,False,Z^1,False,,True,False,,,,,
aaabAbbabbaBB,,2,False,Z^1,False,,True,False,,,,,
aaabAbbabbbaB,,2,False,Z^1,False,,True,False,,,,,
aaabAbbabbbAB,,2,False,Z^1,True,,True,False,,,,,
aaabAbbabbAbb,,2,False,Z^1,False,,True,False,,,,,
aaabAbbabbAAb,,2,False,Z^1,True,,True,False,,,,,
aaabAbbabbAAB,,2,False,Z^1,True,,True,False,,,,,
aaabAbbabbABB,,2,False,Z^1,False,,True,False,,,,,
aaabAbbabAbab,,2,False,Z^1+Z/3Z,False,,True,False,,,,,
aaabAbbabAAbb,,2,False,Z^1,False,,True,False,,,,,
aaabAbbabAAAb,,2,False,Z^1+Z/5Z,False,,False,False,,,,,
aaabAbbabAAAB,,2,False,Z^1+Z/3Z,False,,False,False,,,,,
aaabAbbabAABB,,2,False,Z^1,False,,True,False,,,,,
aaabAbbabABab,,2,False,Z^1,False,,True,False,,,,,
aaabAbbabABAb,,2,False,Z^1,False,,True,False,,,,,
aaabAbbabABAB,,2,False,Z^1,False,,True,False,,,,,
aaabAbbaBaabb,,2,False,Z^1,False,,True,False,,,,,
aaabAbbaBabab,,2,False,Z^1,False,,True,False,,,,,
aaabAbbaBAbab,,2,False,Z^1,False,,False,False,,,,,
aaabAbbaBAAbb,,2,False,Z^1,False,,True,False,,,,,
aaabAbbaBAAAb,,2,False,Z^1+Z/3Z,False,,False,False,,,,,
aaabAbbaBAAAB,,2,False,Z^1,False,,False,False,,,,,
aaabAbbaBAABB,,2,False,Z^1,False,,False,False,,,,,
aaabAbbaBABab,,2,False,Z^1,False,,True,False,,,,,
aaabAbbaBABAb,,2,False,Z^1,False,,True,False,,,,,
aaabAbbaBBaab,,2,False,Z^1,False,,True,False,,,,,
aaabAbbaBBabb,,2,False,Z^1,False,,True,False,,,,,
aaabAbbaBBAbb,,2,False,Z^1,False,,False,False,,,,,
